id,category_id,name,name_or,slug,sku,description,description_or,short_desc,short_desc_or,price,mrp,show_strikethrough,unit,stock_qty,low_stock_threshold,min_order_qty,max_order_qty,images,tags,meta_title,meta_description,auto_keywords,meta_keywords,gtin,mpn,brand,condition,google_product_category,rating_avg,rating_count,is_active,is_featured,display_order,created_at,updated_at,packaging_form,pack_type,units_per_pack,unit_type,price_per_pack,unit_or,variants
62c23531-7e3b-4ccf-9aaa-b00b3f91b958,ae5e228d-3880-4fd7-80ee-e1e487187e0e,Ashirvaad Atta 1kg,Ashirvaad ଅଟା 1kg,ashirvaad-atta-1kg,BCR-ATT-2026-4727,"<p><strong>Ashirvaad Atta 1kg</strong> by Aashirvaad, available for wholesale and bulk purchase from BCR TRADERS. Freshly milled whole wheat atta for soft rotis and chapatis. Perfect for retailers, kirana stores and bulk buyers across Odisha looking for the best wholesale rates.</p><ul><li><strong>Brand:</strong> Aashirvaad</li><li><strong>Category:</strong> Wheat Flour (Atta)</li><li><strong>Packaging:</strong> 1 Box/Bale = 30 Bags</li></ul>","<p><strong>Ashirvaad Atta 1kg</strong> (Aashirvaad) ପାଇକାରୀ ଓ ବଲ୍କ କ୍ରୟ ପାଇଁ BCR TRADERS ରେ ଉପଲବ୍ଧ। ନରମ ରୁଟି ପାଇଁ ତାଜା ଚକି ଅଟା। ଓଡ଼ିଶାର ଖୁଚୁରା ବିକ୍ରେତା, କିରାଣା ଦୋକାନ ଓ ବଲ୍କ କ୍ରେତାମାନଙ୍କ ପାଇଁ ସର୍ବୋତ୍ତମ ପାଇକାରୀ ଦରରେ।</p><ul><li><strong>ବ୍ରାଣ୍ଡ:</strong> Aashirvaad</li><li><strong>ବର୍ଗ:</strong> ଅଟା</li><li><strong>ପ୍ୟାକେଜିଂ:</strong> 1 ବକ୍ସ / ବେଲ୍ = 30 ବ୍ୟାଗ</li></ul>",Aashirvaad wheat flour (atta) at wholesale price — 1 Box/Bale = 30 Bags.,Aashirvaad ଅଟା ପାଇକାରୀ ଦରରେ — 1 ବକ୍ସ / ବେଲ୍ = 30 ବ୍ୟାଗ।,1460,0,FALSE,Box/Bale,1000,10,1,,["https://keidnmgkasgavuyvlwpk.supabase.co/storage/v1/object/public/product-images/Ashirvaad%20Atta%201kg.png"],[],Ashirvaad Atta 1kg Wholesale Price Odisha | BCR TRADERS,"Buy Ashirvaad Atta 1kg in bulk at wholesale prices from BCR TRADERS, Odisha's trusted wheat flour (atta) distributor. 1 Box/Bale = 30 Bags. Best B2B rates — order now.",[],"[""Ashirvaad Atta 1kg"", ""Aashirvaad wholesale"", ""wheat flour (atta) wholesale Odisha"", ""buy wheat flour (atta) in bulk"", ""Ashirvaad Atta 1kg price"", ""wholesale wheat flour (atta) distributor"", ""BCR Traders wheat flour (atta)"", ""bulk wheat flour (atta) Odisha""]",,,Aashirvaad,new,,0,0,TRUE,TRUE,0,2026-07-14 12:00:00+00,2026-07-14 12:00:00+00,Bag,Box/Bale,30,Bag,,ବକ୍ସ / ବେଲ୍,[]
4af1ad2c-5a9d-44c5-8515-3db8073b9436,ae5e228d-3880-4fd7-80ee-e1e487187e0e,Ashirvaad Atta 5kg,Ashirvaad ଅଟା 5kg,ashirvaad-atta-5kg,BCR-ATT-2026-5964,"<p><strong>Ashirvaad Atta 5kg</strong> by Aashirvaad, available for wholesale and bulk purchase from BCR TRADERS. Freshly milled whole wheat atta for soft rotis and chapatis. Perfect for retailers, kirana stores and bulk buyers across Odisha looking for the best wholesale rates.</p><ul><li><strong>Brand:</strong> Aashirvaad</li><li><strong>Category:</strong> Wheat Flour (Atta)</li><li><strong>Packaging:</strong> 1 Box/Bale = 6 Bags</li></ul>","<p><strong>Ashirvaad Atta 5kg</strong> (Aashirvaad) ପାଇକାରୀ ଓ ବଲ୍କ କ୍ରୟ ପାଇଁ BCR TRADERS ରେ ଉପଲବ୍ଧ। ନରମ ରୁଟି ପାଇଁ ତାଜା ଚକି ଅଟା। ଓଡ଼ିଶାର ଖୁଚୁରା ବିକ୍ରେତା, କିରାଣା ଦୋକାନ ଓ ବଲ୍କ କ୍ରେତାମାନଙ୍କ ପାଇଁ ସର୍ବୋତ୍ତମ ପାଇକାରୀ ଦରରେ।</p><ul><li><strong>ବ୍ରାଣ୍ଡ:</strong> Aashirvaad</li><li><strong>ବର୍ଗ:</strong> ଅଟା</li><li><strong>ପ୍ୟାକେଜିଂ:</strong> 1 ବକ୍ସ / ବେଲ୍ = 6 ବ୍ୟାଗ</li></ul>",Aashirvaad wheat flour (atta) at wholesale price — 1 Box/Bale = 6 Bags.,Aashirvaad ଅଟା ପାଇକାରୀ ଦରରେ — 1 ବକ୍ସ / ବେଲ୍ = 6 ବ୍ୟାଗ।,1385,0,FALSE,Box/Bale,1000,10,1,,["https://keidnmgkasgavuyvlwpk.supabase.co/storage/v1/object/public/product-images/Ashirvaad%20Atta%205kg.png"],[],Ashirvaad Atta 5kg Wholesale Price Odisha | BCR TRADERS,"Buy Ashirvaad Atta 5kg in bulk at wholesale prices from BCR TRADERS, Odisha's trusted wheat flour (atta) distributor. 1 Box/Bale = 6 Bags. Best B2B rates — order now.",[],"[""Ashirvaad Atta 5kg"", ""Aashirvaad wholesale"", ""wheat flour (atta) wholesale Odisha"", ""buy wheat flour (atta) in bulk"", ""Ashirvaad Atta 5kg price"", ""wholesale wheat flour (atta) distributor"", ""BCR Traders wheat flour (atta)"", ""bulk wheat flour (atta) Odisha""]",,,Aashirvaad,new,,0,0,TRUE,TRUE,0,2026-07-14 12:00:00+00,2026-07-14 12:00:00+00,Bag,Box/Bale,6,Bag,,ବକ୍ସ / ବେଲ୍,[]
34d7b5d0-9f7e-4bec-ba0b-8bfbe3106353,ae5e228d-3880-4fd7-80ee-e1e487187e0e,Lingaraj Atta 1kg,Lingaraj ଅଟା 1kg,lingaraj-atta-1kg,BCR-ATT-2026-8301,"<p><strong>Lingaraj Atta 1kg</strong> by Lingaraj, available for wholesale and bulk purchase from BCR TRADERS. Freshly milled whole wheat atta for soft rotis and chapatis. Perfect for retailers, kirana stores and bulk buyers across Odisha looking for the best wholesale rates.</p><ul><li><strong>Brand:</strong> Lingaraj</li><li><strong>Category:</strong> Wheat Flour (Atta)</li><li><strong>Packaging:</strong> 1 Box/Bale = 25 Bags</li></ul>","<p><strong>Lingaraj Atta 1kg</strong> (Lingaraj) ପାଇକାରୀ ଓ ବଲ୍କ କ୍ରୟ ପାଇଁ BCR TRADERS ରେ ଉପଲବ୍ଧ। ନରମ ରୁଟି ପାଇଁ ତାଜା ଚକି ଅଟା। ଓଡ଼ିଶାର ଖୁଚୁରା ବିକ୍ରେତା, କିରାଣା ଦୋକାନ ଓ ବଲ୍କ କ୍ରେତାମାନଙ୍କ ପାଇଁ ସର୍ବୋତ୍ତମ ପାଇକାରୀ ଦରରେ।</p><ul><li><strong>ବ୍ରାଣ୍ଡ:</strong> Lingaraj</li><li><strong>ବର୍ଗ:</strong> ଅଟା</li><li><strong>ପ୍ୟାକେଜିଂ:</strong> 1 ବକ୍ସ / ବେଲ୍ = 25 ବ୍ୟାଗ</li></ul>",Lingaraj wheat flour (atta) at wholesale price — 1 Box/Bale = 25 Bags.,Lingaraj ଅଟା ପାଇକାରୀ ଦରରେ — 1 ବକ୍ସ / ବେଲ୍ = 25 ବ୍ୟାଗ।,870,0,FALSE,Box/Bale,1000,10,1,,["https://keidnmgkasgavuyvlwpk.supabase.co/storage/v1/object/public/product-images/Lingaraj%20Atta%201kg.png"],[],Lingaraj Atta 1kg Wholesale Price Odisha | BCR TRADERS,"Buy Lingaraj Atta 1kg in bulk at wholesale prices from BCR TRADERS, Odisha's trusted wheat flour (atta) distributor. 1 Box/Bale = 25 Bags. Best B2B rates — order now.",[],"[""Lingaraj Atta 1kg"", ""Lingaraj wholesale"", ""wheat flour (atta) wholesale Odisha"", ""buy wheat flour (atta) in bulk"", ""Lingaraj Atta 1kg price"", ""wholesale wheat flour (atta) distributor"", ""BCR Traders wheat flour (atta)"", ""bulk wheat flour (atta) Odisha""]",,,Lingaraj,new,,0,0,TRUE,TRUE,0,2026-07-14 12:00:00+00,2026-07-14 12:00:00+00,Bag,Box/Bale,25,Bag,,ବକ୍ସ / ବେଲ୍,[]
d6fdbdfb-5050-4c82-9158-1326270013f6,ae5e228d-3880-4fd7-80ee-e1e487187e0e,Tulsi Atta 1kg,Tulsi ଅଟା 1kg,tulsi-atta-1kg,BCR-ATT-2026-0461,"<p><strong>Tulsi Atta 1kg</strong> by Tulsi, available for wholesale and bulk purchase from BCR TRADERS. Freshly milled whole wheat atta for soft rotis and chapatis. Perfect for retailers, kirana stores and bulk buyers across Odisha looking for the best wholesale rates.</p><ul><li><strong>Brand:</strong> Tulsi</li><li><strong>Category:</strong> Wheat Flour (Atta)</li><li><strong>Packaging:</strong> 1 Box/Bale = 25 Bags</li></ul>","<p><strong>Tulsi Atta 1kg</strong> (Tulsi) ପାଇକାରୀ ଓ ବଲ୍କ କ୍ରୟ ପାଇଁ BCR TRADERS ରେ ଉପଲବ୍ଧ। ନରମ ରୁଟି ପାଇଁ ତାଜା ଚକି ଅଟା। ଓଡ଼ିଶାର ଖୁଚୁରା ବିକ୍ରେତା, କିରାଣା ଦୋକାନ ଓ ବଲ୍କ କ୍ରେତାମାନଙ୍କ ପାଇଁ ସର୍ବୋତ୍ତମ ପାଇକାରୀ ଦରରେ।</p><ul><li><strong>ବ୍ରାଣ୍ଡ:</strong> Tulsi</li><li><strong>ବର୍ଗ:</strong> ଅଟା</li><li><strong>ପ୍ୟାକେଜିଂ:</strong> 1 ବକ୍ସ / ବେଲ୍ = 25 ବ୍ୟାଗ</li></ul>",Tulsi wheat flour (atta) at wholesale price — 1 Box/Bale = 25 Bags.,Tulsi ଅଟା ପାଇକାରୀ ଦରରେ — 1 ବକ୍ସ / ବେଲ୍ = 25 ବ୍ୟାଗ।,1210,0,FALSE,Box/Bale,1000,10,1,,["https://keidnmgkasgavuyvlwpk.supabase.co/storage/v1/object/public/product-images/Tulsi%20Atta%201kg.png"],[],Tulsi Atta 1kg Wholesale Price Odisha | BCR TRADERS,"Buy Tulsi Atta 1kg in bulk at wholesale prices from BCR TRADERS, Odisha's trusted wheat flour (atta) distributor. 1 Box/Bale = 25 Bags. Best B2B rates — order now.",[],"[""Tulsi Atta 1kg"", ""Tulsi wholesale"", ""wheat flour (atta) wholesale Odisha"", ""buy wheat flour (atta) in bulk"", ""Tulsi Atta 1kg price"", ""wholesale wheat flour (atta) distributor"", ""BCR Traders wheat flour (atta)"", ""bulk wheat flour (atta) Odisha""]",,,Tulsi,new,,0,0,TRUE,TRUE,0,2026-07-14 12:00:00+00,2026-07-14 12:00:00+00,Bag,Box/Bale,25,Bag,,ବକ୍ସ / ବେଲ୍,[]
f7ef8d03-1fab-4eb7-828b-d464463404d1,ae5e228d-3880-4fd7-80ee-e1e487187e0e,Tulsi Atta 5kg,Tulsi ଅଟା 5kg,tulsi-atta-5kg,BCR-ATT-2026-9539,"<p><strong>Tulsi Atta 5kg</strong> by Tulsi, available for wholesale and bulk purchase from BCR TRADERS. Freshly milled whole wheat atta for soft rotis and chapatis. Perfect for retailers, kirana stores and bulk buyers across Odisha looking for the best wholesale rates.</p><ul><li><strong>Brand:</strong> Tulsi</li><li><strong>Category:</strong> Wheat Flour (Atta)</li><li><strong>Packaging:</strong> 1 Box/Bale = 5 Bags</li></ul>","<p><strong>Tulsi Atta 5kg</strong> (Tulsi) ପାଇକାରୀ ଓ ବଲ୍କ କ୍ରୟ ପାଇଁ BCR TRADERS ରେ ଉପଲବ୍ଧ। ନରମ ରୁଟି ପାଇଁ ତାଜା ଚକି ଅଟା। ଓଡ଼ିଶାର ଖୁଚୁରା ବିକ୍ରେତା, କିରାଣା ଦୋକାନ ଓ ବଲ୍କ କ୍ରେତାମାନଙ୍କ ପାଇଁ ସର୍ବୋତ୍ତମ ପାଇକାରୀ ଦରରେ।</p><ul><li><strong>ବ୍ରାଣ୍ଡ:</strong> Tulsi</li><li><strong>ବର୍ଗ:</strong> ଅଟା</li><li><strong>ପ୍ୟାକେଜିଂ:</strong> 1 ବକ୍ସ / ବେଲ୍ = 5 ବ୍ୟାଗ</li></ul>",Tulsi wheat flour (atta) at wholesale price — 1 Box/Bale = 5 Bags.,Tulsi ଅଟା ପାଇକାରୀ ଦରରେ — 1 ବକ୍ସ / ବେଲ୍ = 5 ବ୍ୟାଗ।,1210,0,FALSE,Box/Bale,1000,10,1,,["https://keidnmgkasgavuyvlwpk.supabase.co/storage/v1/object/public/product-images/Tulsi%20Atta%205kg.png"],[],Tulsi Atta 5kg Wholesale Price Odisha | BCR TRADERS,"Buy Tulsi Atta 5kg in bulk at wholesale prices from BCR TRADERS, Odisha's trusted wheat flour (atta) distributor. 1 Box/Bale = 5 Bags. Best B2B rates — order now.",[],"[""Tulsi Atta 5kg"", ""Tulsi wholesale"", ""wheat flour (atta) wholesale Odisha"", ""buy wheat flour (atta) in bulk"", ""Tulsi Atta 5kg price"", ""wholesale wheat flour (atta) distributor"", ""BCR Traders wheat flour (atta)"", ""bulk wheat flour (atta) Odisha""]",,,Tulsi,new,,0,0,TRUE,TRUE,0,2026-07-14 12:00:00+00,2026-07-14 12:00:00+00,Bag,Box/Bale,5,Bag,,ବକ୍ସ / ବେଲ୍,[]
83bff67d-5515-4d56-a8d4-a78774effca1,ae5e228d-3880-4fd7-80ee-e1e487187e0e,Visakha Atta 1kg,Visakha ଅଟା 1kg,visakha-atta-1kg,BCR-ATT-2026-4286,"<p><strong>Visakha Atta 1kg</strong> by Visakha, available for wholesale and bulk purchase from BCR TRADERS. Freshly milled whole wheat atta for soft rotis and chapatis. Perfect for retailers, kirana stores and bulk buyers across Odisha looking for the best wholesale rates.</p><ul><li><strong>Brand:</strong> Visakha</li><li><strong>Category:</strong> Wheat Flour (Atta)</li><li><strong>Packaging:</strong> 1 Box/Bale = 25 Bags</li></ul>","<p><strong>Visakha Atta 1kg</strong> (Visakha) ପାଇକାରୀ ଓ ବଲ୍କ କ୍ରୟ ପାଇଁ BCR TRADERS ରେ ଉପଲବ୍ଧ। ନରମ ରୁଟି ପାଇଁ ତାଜା ଚକି ଅଟା। ଓଡ଼ିଶାର ଖୁଚୁରା ବିକ୍ରେତା, କିରାଣା ଦୋକାନ ଓ ବଲ୍କ କ୍ରେତାମାନଙ୍କ ପାଇଁ ସର୍ବୋତ୍ତମ ପାଇକାରୀ ଦରରେ।</p><ul><li><strong>ବ୍ରାଣ୍ଡ:</strong> Visakha</li><li><strong>ବର୍ଗ:</strong> ଅଟା</li><li><strong>ପ୍ୟାକେଜିଂ:</strong> 1 ବକ୍ସ / ବେଲ୍ = 25 ବ୍ୟାଗ</li></ul>",Visakha wheat flour (atta) at wholesale price — 1 Box/Bale = 25 Bags.,Visakha ଅଟା ପାଇକାରୀ ଦରରେ — 1 ବକ୍ସ / ବେଲ୍ = 25 ବ୍ୟାଗ।,900,0,FALSE,Box/Bale,1000,10,1,,["https://keidnmgkasgavuyvlwpk.supabase.co/storage/v1/object/public/product-images/Visakha%20Atta%201kg.png"],[],Visakha Atta 1kg Wholesale Price Odisha | BCR TRADERS,"Buy Visakha Atta 1kg in bulk at wholesale prices from BCR TRADERS, Odisha's trusted wheat flour (atta) distributor. 1 Box/Bale = 25 Bags. Best B2B rates — order now.",[],"[""Visakha Atta 1kg"", ""Visakha wholesale"", ""wheat flour (atta) wholesale Odisha"", ""buy wheat flour (atta) in bulk"", ""Visakha Atta 1kg price"", ""wholesale wheat flour (atta) distributor"", ""BCR Traders wheat flour (atta)"", ""bulk wheat flour (atta) Odisha""]",,,Visakha,new,,0,0,TRUE,TRUE,0,2026-07-14 12:00:00+00,2026-07-14 12:00:00+00,Bag,Box/Bale,25,Bag,,ବକ୍ସ / ବେଲ୍,[]
c4b18788-afda-4d47-bd8f-58fd51a28dab,ae5e228d-3880-4fd7-80ee-e1e487187e0e,Visakha Atta 5kg,Visakha ଅଟା 5kg,visakha-atta-5kg,BCR-ATT-2026-3901,"<p><strong>Visakha Atta 5kg</strong> by Visakha, available for wholesale and bulk purchase from BCR TRADERS. Freshly milled whole wheat atta for soft rotis and chapatis. Perfect for retailers, kirana stores and bulk buyers across Odisha looking for the best wholesale rates.</p><ul><li><strong>Brand:</strong> Visakha</li><li><strong>Category:</strong> Wheat Flour (Atta)</li><li><strong>Packaging:</strong> 1 Box/Bale = 5 Bags</li></ul>","<p><strong>Visakha Atta 5kg</strong> (Visakha) ପାଇକାରୀ ଓ ବଲ୍କ କ୍ରୟ ପାଇଁ BCR TRADERS ରେ ଉପଲବ୍ଧ। ନରମ ରୁଟି ପାଇଁ ତାଜା ଚକି ଅଟା। ଓଡ଼ିଶାର ଖୁଚୁରା ବିକ୍ରେତା, କିରାଣା ଦୋକାନ ଓ ବଲ୍କ କ୍ରେତାମାନଙ୍କ ପାଇଁ ସର୍ବୋତ୍ତମ ପାଇକାରୀ ଦରରେ।</p><ul><li><strong>ବ୍ରାଣ୍ଡ:</strong> Visakha</li><li><strong>ବର୍ଗ:</strong> ଅଟା</li><li><strong>ପ୍ୟାକେଜିଂ:</strong> 1 ବକ୍ସ / ବେଲ୍ = 5 ବ୍ୟାଗ</li></ul>",Visakha wheat flour (atta) at wholesale price — 1 Box/Bale = 5 Bags.,Visakha ଅଟା ପାଇକାରୀ ଦରରେ — 1 ବକ୍ସ / ବେଲ୍ = 5 ବ୍ୟାଗ।,900,0,FALSE,Box/Bale,1000,10,1,,["https://keidnmgkasgavuyvlwpk.supabase.co/storage/v1/object/public/product-images/Visakha%20Atta%205kg.png"],[],Visakha Atta 5kg Wholesale Price Odisha | BCR TRADERS,"Buy Visakha Atta 5kg in bulk at wholesale prices from BCR TRADERS, Odisha's trusted wheat flour (atta) distributor. 1 Box/Bale = 5 Bags. Best B2B rates — order now.",[],"[""Visakha Atta 5kg"", ""Visakha wholesale"", ""wheat flour (atta) wholesale Odisha"", ""buy wheat flour (atta) in bulk"", ""Visakha Atta 5kg price"", ""wholesale wheat flour (atta) distributor"", ""BCR Traders wheat flour (atta)"", ""bulk wheat flour (atta) Odisha""]",,,Visakha,new,,0,0,TRUE,TRUE,0,2026-07-14 12:00:00+00,2026-07-14 12:00:00+00,Bag,Box/Bale,5,Bag,,ବକ୍ସ / ବେଲ୍,[]
dc29ba3f-1508-4592-8089-039d89f97a0f,ae5e228d-3880-4fd7-80ee-e1e487187e0e,Mangala Besan 1kg,Mangala ବେସନ 1kg,mangala-besan-1kg,BCR-BES-2026-4835,"<p><strong>Mangala Besan 1kg</strong> by Mangala, available for wholesale and bulk purchase from BCR TRADERS. Finely milled besan (gram flour) for snacks and batters. Perfect for retailers, kirana stores and bulk buyers across Odisha looking for the best wholesale rates.</p><ul><li><strong>Brand:</strong> Mangala</li><li><strong>Category:</strong> Besan</li><li><strong>Packaging:</strong> 1 Bag (sold individually)</li></ul>","<p><strong>Mangala Besan 1kg</strong> (Mangala) ପାଇକାରୀ ଓ ବଲ୍କ କ୍ରୟ ପାଇଁ BCR TRADERS ରେ ଉପଲବ୍ଧ। ସ୍ନାକ୍ସ ଓ ପିଠା ପାଇଁ ମିହିନ ବେସନ। ଓଡ଼ିଶାର ଖୁଚୁରା ବିକ୍ରେତା, କିରାଣା ଦୋକାନ ଓ ବଲ୍କ କ୍ରେତାମାନଙ୍କ ପାଇଁ ସର୍ବୋତ୍ତମ ପାଇକାରୀ ଦରରେ।</p><ul><li><strong>ବ୍ରାଣ୍ଡ:</strong> Mangala</li><li><strong>ବର୍ଗ:</strong> ବେସନ</li><li><strong>ପ୍ୟାକେଜିଂ:</strong> ଅଲଗା ଅଲଗା ବିକ୍ରି ହୁଏ</li></ul>",Mangala besan at wholesale price — 1 Bag (sold individually).,Mangala ବେସନ ପାଇକାରୀ ଦରରେ — ଅଲଗା ଅଲଗା ବିକ୍ରି ହୁଏ।,0,0,FALSE,Bag,1000,10,1,,["https://keidnmgkasgavuyvlwpk.supabase.co/storage/v1/object/public/product-images/Mangala%20Besan%201kg.png"],[],Mangala Besan 1kg Wholesale Price Odisha | BCR TRADERS,"Buy Mangala Besan 1kg in bulk at wholesale prices from BCR TRADERS, Odisha's trusted besan distributor. 1 Bag (sold individually). Best B2B rates — order now.",[],"[""Mangala Besan 1kg"", ""Mangala wholesale"", ""besan wholesale Odisha"", ""buy besan in bulk"", ""Mangala Besan 1kg price"", ""wholesale besan distributor"", ""BCR Traders besan"", ""bulk besan Odisha""]",,,Mangala,new,,0,0,TRUE,TRUE,0,2026-07-14 12:00:00+00,2026-07-14 12:00:00+00,Bag,Bag,1,Bag,,ବ୍ୟାଗ,[]
fda01f02-c7cf-4d63-b1ef-aee95c755176,dda490fe-44c4-4505-9847-76c0ef879cce,Amul Butter 200gm,Amul ମାଖନ 200gm,amul-butter-200gm,BCR-BUT-2026-3618,"<p><strong>Amul Butter 200gm</strong> by Amul, available for wholesale and bulk purchase from BCR TRADERS. Fresh, creamy butter for cooking and everyday use. Perfect for retailers, kirana stores and bulk buyers across Odisha looking for the best wholesale rates.</p><ul><li><strong>Brand:</strong> Amul</li><li><strong>Category:</strong> Butter</li><li><strong>Packaging:</strong> 1 Box = 8 Packs x 8 Pieces = 64 Pieces</li></ul>","<p><strong>Amul Butter 200gm</strong> (Amul) ପାଇକାରୀ ଓ ବଲ୍କ କ୍ରୟ ପାଇଁ BCR TRADERS ରେ ଉପଲବ୍ଧ। ରୋଷେଇ ଓ ଦୈନନ୍ଦିନ ବ୍ୟବହାର ପାଇଁ ତାଜା ମାଖନ। ଓଡ଼ିଶାର ଖୁଚୁରା ବିକ୍ରେତା, କିରାଣା ଦୋକାନ ଓ ବଲ୍କ କ୍ରେତାମାନଙ୍କ ପାଇଁ ସର୍ବୋତ୍ତମ ପାଇକାରୀ ଦରରେ।</p><ul><li><strong>ବ୍ରାଣ୍ଡ:</strong> Amul</li><li><strong>ବର୍ଗ:</strong> ମାଖନ</li><li><strong>ପ୍ୟାକେଜିଂ:</strong> 1 ବକ୍ସ = 8 ପ୍ୟାକେଟ୍ x 8 ପିସ୍ = 64 ପିସ୍</li></ul>",Amul butter at wholesale price — 1 Box = 8 Packs x 8 Pieces = 64 Pieces.,Amul ମାଖନ ପାଇକାରୀ ଦରରେ — 1 ବକ୍ସ = 8 ପ୍ୟାକେଟ୍ x 8 ପିସ୍ = 64 ପିସ୍।,890,976,TRUE,Box,1000,10,1,,["https://keidnmgkasgavuyvlwpk.supabase.co/storage/v1/object/public/product-images/Amul%20Butter%20200gm.png"],[],Amul Butter 200gm Wholesale Price Odisha | BCR TRADERS,"Buy Amul Butter 200gm in bulk at wholesale prices from BCR TRADERS, Odisha's trusted butter distributor. 1 Box = 8 Packs x 8 Pieces = 64 Pieces. Best B2B rates — order now.",[],"[""Amul Butter 200gm"", ""Amul wholesale"", ""butter wholesale Odisha"", ""buy butter in bulk"", ""Amul Butter 200gm price"", ""wholesale butter distributor"", ""BCR Traders butter"", ""bulk butter Odisha""]",,,Amul,new,,0,0,TRUE,TRUE,0,2026-07-14 12:00:00+00,2026-07-14 12:00:00+00,Piece,Box,64,Piece,,ବକ୍ସ,[]
0aacd7a1-0da4-4cef-8bcd-789e375bc3d8,dcd237ed-d2b3-4815-9ef6-56eabcdb6369,Maa castor oil 1/2ltr,Maa ଜଡ଼ା ତେଲ 1/2ltr,maa-castor-oil-1-2ltr,BCR-CAS-2026-9383,"<p><strong>Maa castor oil 1/2ltr</strong> by Maa, available for wholesale and bulk purchase from BCR TRADERS. Multipurpose castor oil for household and traditional uses. Perfect for retailers, kirana stores and bulk buyers across Odisha looking for the best wholesale rates.</p><ul><li><strong>Brand:</strong> Maa</li><li><strong>Category:</strong> Castor Oil</li><li><strong>Packaging:</strong> 1 Box = 30 Bottle/Pouches</li></ul>","<p><strong>Maa castor oil 1/2ltr</strong> (Maa) ପାଇକାରୀ ଓ ବଲ୍କ କ୍ରୟ ପାଇଁ BCR TRADERS ରେ ଉପଲବ୍ଧ। ଘରୋଇ ଓ ପାରମ୍ପରିକ ବ୍ୟବହାର ପାଇଁ ବହୁଉପଯୋଗୀ ଜଡ଼ା ତେଲ। ଓଡ଼ିଶାର ଖୁଚୁରା ବିକ୍ରେତା, କିରାଣା ଦୋକାନ ଓ ବଲ୍କ କ୍ରେତାମାନଙ୍କ ପାଇଁ ସର୍ବୋତ୍ତମ ପାଇକାରୀ ଦରରେ।</p><ul><li><strong>ବ୍ରାଣ୍ଡ:</strong> Maa</li><li><strong>ବର୍ଗ:</strong> ଜଡ଼ା ତେଲ</li><li><strong>ପ୍ୟାକେଜିଂ:</strong> 1 ବକ୍ସ = 30 Bottle / Pouches</li></ul>",Maa castor oil at wholesale price — 1 Box = 30 Bottle/Pouches.,Maa ଜଡ଼ା ତେଲ ପାଇକାରୀ ଦରରେ — 1 ବକ୍ସ = 30 Bottle / Pouches।,2370,0,FALSE,Box,1000,10,1,,["https://keidnmgkasgavuyvlwpk.supabase.co/storage/v1/object/public/product-images/Maa%20castor%20oil%201-2ltr.png"],[],Maa castor oil 1/2ltr Wholesale Price Odisha | BCR TRADERS,"Buy Maa castor oil 1/2ltr in bulk at wholesale prices from BCR TRADERS, Odisha's trusted castor oil distributor. 1 Box = 30 Bottle/Pouches. Best B2B rates — order now.",[],"[""Maa castor oil 1/2ltr"", ""Maa wholesale"", ""castor oil wholesale Odisha"", ""buy castor oil in bulk"", ""Maa castor oil 1/2ltr price"", ""wholesale castor oil distributor"", ""BCR Traders castor oil"", ""bulk castor oil Odisha""]",,,Maa,new,,0,0,TRUE,TRUE,0,2026-07-14 12:00:00+00,2026-07-14 12:00:00+00,Bottle,Box,30,Bottle/Pouch,,ବକ୍ସ,[]
